date,pm 2.5,stasiun,id_stasiun,Pollution Level
2023-11-06,70.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-11-07,30.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-08,40.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-10,59.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-11-11,90.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-11-12,58.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-11-13,26.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-14,32.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-15,43.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-16,24.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-17,21.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-18,14.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-19,25.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-20,29.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-21,45.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-22,40.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-24,16.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-11-25,137.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2023-11-26,128.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2023-11-27,203.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2023-11-28,182.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2023-11-29,126.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2023-11-30,55.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-01,42.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-02,52.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-03,84.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-08,56.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-09,46.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-10,41.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-11,36.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-12,16.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-13,22.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-14,21.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-16,56.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-17,61.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-18,72.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-19,142.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2023-12-20,91.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-23,25.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-24,23.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-25,70.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2023-12-26,30.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-27,40.0,Kabupaten Barito Selatan Sanggu,4,Good
2023-12-29,181.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2023-12-30,267.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2023-12-31,282.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2024-01-01,282.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2024-01-02,337.0,Kabupaten Barito Selatan Sanggu,4,Hazardous
2024-01-03,332.0,Kabupaten Barito Selatan Sanggu,4,Hazardous
2024-01-04,272.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2024-01-05,181.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2024-01-07,167.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2024-01-08,156.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2024-01-09,120.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2024-01-10,61.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-01-11,83.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-01-12,137.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2024-01-13,128.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2024-01-14,203.0,Kabupaten Barito Selatan Sanggu,4,Very Unhealthy
2024-01-29,182.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy
2024-01-30,126.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2024-01-31,55.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-01,42.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-02,52.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-03,84.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-04,56.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-05,46.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-06,41.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-07,36.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-08,16.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-09,22.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-10,21.0,Kabupaten Barito Selatan Sanggu,4,Good
2024-02-12,56.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-13,61.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-14,72.0,Kabupaten Barito Selatan Sanggu,4,Moderate
2024-02-15,142.0,Kabupaten Barito Selatan Sanggu,4,Unhealthy for Sensitive Groups
2023-09-27,77.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-09-28,175.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-09-29,148.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-09-30,178.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-01,325.0,Kabupaten Kotawaringin Timur,5,Hazardous
2023-10-02,500.0,Kabupaten Kotawaringin Timur,5,Hazardous
2023-10-03,500.0,Kabupaten Kotawaringin Timur,5,Hazardous
2023-10-04,290.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2023-10-05,241.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2023-10-06,301.0,Kabupaten Kotawaringin Timur,5,Hazardous
2023-10-07,179.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-08,189.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-09,159.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-10,136.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-10-11,119.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-10-12,184.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-13,202.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2023-10-14,160.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-15,173.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-16,171.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-17,172.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-18,154.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-19,78.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-20,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-21,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-22,87.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-23,62.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-24,54.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-25,42.0,Kabupaten Kotawaringin Timur,5,Good
2023-10-26,56.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-27,80.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-28,82.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-29,88.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-10-30,157.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-10-31,108.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-11-01,108.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-11-02,105.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-11-03,90.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-04,57.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-05,53.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-06,61.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-07,55.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-08,61.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-09,52.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-10,54.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-11,68.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-12,45.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-13,49.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-14,58.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-15,55.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-16,42.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-17,33.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-18,28.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-19,43.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-20,54.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-21,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-22,50.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-23,33.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-24,55.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-11-25,19.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-26,14.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-27,13.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-28,18.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-29,24.0,Kabupaten Kotawaringin Timur,5,Good
2023-11-30,30.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-01,19.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-02,25.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-03,40.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-08,22.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-09,23.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-10,22.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-11,34.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-12,52.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-13,52.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-14,60.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-15,61.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-16,58.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-17,61.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-18,53.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-19,55.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-20,55.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-21,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-22,63.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-23,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-24,52.0,Kabupaten Kotawaringin Timur,5,Moderate
2023-12-25,22.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-26,22.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-27,24.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-28,28.0,Kabupaten Kotawaringin Timur,5,Good
2023-12-29,175.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2023-12-30,148.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-12-31,178.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-01,325.0,Kabupaten Kotawaringin Timur,5,Hazardous
2024-01-02,500.0,Kabupaten Kotawaringin Timur,5,Hazardous
2024-01-03,500.0,Kabupaten Kotawaringin Timur,5,Hazardous
2024-01-04,290.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2024-01-05,241.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2024-01-07,301.0,Kabupaten Kotawaringin Timur,5,Hazardous
2024-01-08,179.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-09,189.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-10,159.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-11,136.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2024-01-12,119.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2024-01-13,184.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-14,202.0,Kabupaten Kotawaringin Timur,5,Very Unhealthy
2024-01-29,160.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-30,173.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-01-31,171.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-02-01,172.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-02-02,154.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-02-03,78.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-04,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-05,59.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-06,87.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-07,62.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-08,54.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-09,42.0,Kabupaten Kotawaringin Timur,5,Good
2024-02-10,56.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-11,80.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-12,82.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-13,88.0,Kabupaten Kotawaringin Timur,5,Moderate
2024-02-14,157.0,Kabupaten Kotawaringin Timur,5,Unhealthy
2024-02-15,108.0,Kabupaten Kotawaringin Timur,5,Unhealthy for Sensitive Groups
2023-09-29,78.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-09-30,70.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-01,93.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-02,106.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-10-03,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-10-04,132.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-10-05,133.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-10-06,143.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-10-07,152.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-10-08,71.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-09,33.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-10,38.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-11,60.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-12,64.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-13,78.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-14,63.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-15,39.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-16,66.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-17,78.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-18,52.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-10-19,38.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-20,49.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-21,44.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-22,32.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-23,25.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-24,20.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-26,32.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-27,38.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-28,39.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-29,33.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-30,24.0,Kabupaten Sanggau Kapuas,6,Good
2023-10-31,31.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-01,54.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-02,61.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-03,43.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-04,29.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-05,52.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-06,29.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-07,18.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-08,28.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-09,31.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-10,48.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-11,27.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-12,22.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-13,23.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-14,41.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-15,31.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-16,22.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-17,20.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-18,19.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-19,47.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-20,52.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-21,52.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-22,46.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-23,52.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-11-24,46.0,Kabupaten Sanggau Kapuas,6,Good
2023-11-25,115.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-11-26,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-11-27,182.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-11-28,172.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-11-29,161.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-11-30,152.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-12-01,143.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-02,108.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-03,138.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-08,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-09,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-10,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-11,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-12,93.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-13,130.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-14,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-15,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-16,112.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-17,137.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-18,172.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-12-19,158.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2023-12-21,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-22,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-23,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-24,91.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-25,93.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-12-26,130.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-27,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-28,121.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-29,112.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-30,137.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2023-12-31,172.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-01,158.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-03,166.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-04,197.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-05,183.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-07,247.0,Kabupaten Sanggau Kapuas,6,Very Unhealthy
2024-01-08,209.0,Kabupaten Sanggau Kapuas,6,Very Unhealthy
2024-01-09,131.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2024-01-10,154.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-11,153.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-12,180.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-13,163.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-14,102.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2024-01-29,153.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-30,167.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-01-31,157.0,Kabupaten Sanggau Kapuas,6,Unhealthy
2024-02-01,129.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2024-02-02,115.0,Kabupaten Sanggau Kapuas,6,Unhealthy for Sensitive Groups
2024-02-03,71.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-04,66.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-05,68.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-06,64.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-07,49.0,Kabupaten Sanggau Kapuas,6,Good
2024-02-08,78.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-09,71.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-10,58.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-11,55.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-12,66.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-13,66.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-14,69.0,Kabupaten Sanggau Kapuas,6,Moderate
2024-02-15,82.0,Kabupaten Sanggau Kapuas,6,Moderate
2023-09-27,54.0,Samarinda,7,Moderate
2023-09-28,62.0,Samarinda,7,Moderate
2023-09-29,64.0,Samarinda,7,Moderate
2023-09-30,63.0,Samarinda,7,Moderate
2023-10-01,59.0,Samarinda,7,Moderate
2023-10-02,51.0,Samarinda,7,Moderate
2023-10-03,54.0,Samarinda,7,Moderate
2023-10-04,58.0,Samarinda,7,Moderate
2023-10-05,60.0,Samarinda,7,Moderate
2023-10-06,67.0,Samarinda,7,Moderate
2023-10-07,67.0,Samarinda,7,Moderate
2023-10-08,65.0,Samarinda,7,Moderate
2023-10-09,62.0,Samarinda,7,Moderate
2023-10-10,53.0,Samarinda,7,Moderate
2023-10-11,65.0,Samarinda,7,Moderate
2023-10-12,45.0,Samarinda,7,Good
2023-10-13,59.0,Samarinda,7,Moderate
2023-10-14,38.0,Samarinda,7,Good
2023-10-15,54.0,Samarinda,7,Moderate
2023-10-16,57.0,Samarinda,7,Moderate
2023-10-17,60.0,Samarinda,7,Moderate
2023-10-18,53.0,Samarinda,7,Moderate
2023-10-19,65.0,Samarinda,7,Moderate
2023-10-20,53.0,Samarinda,7,Moderate
2023-10-21,65.0,Samarinda,7,Moderate
2023-10-22,71.0,Samarinda,7,Moderate
2023-10-23,71.0,Samarinda,7,Moderate
2023-10-24,76.0,Samarinda,7,Moderate
2023-10-25,66.0,Samarinda,7,Moderate
2023-10-26,79.0,Samarinda,7,Moderate
2023-10-27,72.0,Samarinda,7,Moderate
2023-10-28,69.0,Samarinda,7,Moderate
2023-10-29,67.0,Samarinda,7,Moderate
2023-10-30,61.0,Samarinda,7,Moderate
2023-10-31,51.0,Samarinda,7,Moderate
2023-11-01,58.0,Samarinda,7,Moderate
2023-11-02,58.0,Samarinda,7,Moderate
2023-11-03,55.0,Samarinda,7,Moderate
2023-11-04,71.0,Samarinda,7,Moderate
2023-11-05,63.0,Samarinda,7,Moderate
2023-11-06,68.0,Samarinda,7,Moderate
2023-11-07,65.0,Samarinda,7,Moderate
2023-11-08,53.0,Samarinda,7,Moderate
2023-11-09,65.0,Samarinda,7,Moderate
2023-11-10,71.0,Samarinda,7,Moderate
2023-11-11,71.0,Samarinda,7,Moderate
2023-11-12,76.0,Samarinda,7,Moderate
2023-11-13,66.0,Samarinda,7,Moderate
2023-11-14,79.0,Samarinda,7,Moderate
2023-11-15,72.0,Samarinda,7,Moderate
2023-11-16,69.0,Samarinda,7,Moderate
2023-11-17,67.0,Samarinda,7,Moderate
2023-11-18,61.0,Samarinda,7,Moderate
2023-11-19,51.0,Samarinda,7,Moderate
2023-11-20,58.0,Samarinda,7,Moderate
2023-11-21,58.0,Samarinda,7,Moderate
2023-11-22,55.0,Samarinda,7,Moderate
2023-11-23,56.0,Samarinda,7,Moderate
2023-11-24,43.0,Samarinda,7,Good
2023-11-25,153.0,Samarinda,7,Unhealthy
2023-11-26,167.0,Samarinda,7,Unhealthy
2023-11-27,157.0,Samarinda,7,Unhealthy
2023-11-28,129.0,Samarinda,7,Unhealthy for Sensitive Groups
2023-11-29,115.0,Samarinda,7,Unhealthy for Sensitive Groups
2023-11-30,71.0,Samarinda,7,Moderate
2023-12-01,66.0,Samarinda,7,Moderate
2023-12-02,68.0,Samarinda,7,Moderate
2023-12-03,64.0,Samarinda,7,Moderate
2023-12-08,49.0,Samarinda,7,Good
2023-12-09,78.0,Samarinda,7,Moderate
2023-12-10,71.0,Samarinda,7,Moderate
2023-12-11,58.0,Samarinda,7,Moderate
2023-12-12,55.0,Samarinda,7,Moderate
2023-12-13,66.0,Samarinda,7,Moderate
2023-12-14,66.0,Samarinda,7,Moderate
2023-12-15,69.0,Samarinda,7,Moderate
2023-12-16,82.0,Samarinda,7,Moderate
2023-12-17,93.0,Samarinda,7,Moderate
2023-12-18,89.0,Samarinda,7,Moderate
2023-12-19,92.0,Samarinda,7,Moderate
2023-12-20,152.0,Samarinda,7,Unhealthy
2023-12-21,49.0,Samarinda,7,Good
2023-12-22,78.0,Samarinda,7,Moderate
2023-12-23,71.0,Samarinda,7,Moderate
2023-12-24,58.0,Samarinda,7,Moderate
2023-12-25,55.0,Samarinda,7,Moderate
2023-12-26,66.0,Samarinda,7,Moderate
2023-12-27,66.0,Samarinda,7,Moderate
2023-12-28,69.0,Samarinda,7,Moderate
2023-12-29,82.0,Samarinda,7,Moderate
2023-12-30,93.0,Samarinda,7,Moderate
2023-12-31,89.0,Samarinda,7,Moderate
2024-01-01,92.0,Samarinda,7,Moderate
